1/5/2025 16:03, 0
1/5/2025 16:03, 34.90,32.50,57
1/5/2025 16:03, 34.90,32.50,36
1/5/2025 16:03, 34.90,32.50,25
1/5/2025 16:03, 34.90,32.50,68
1/5/2025 16:04, 34.90,32.50,19
1/5/2025 16:04, 34.90,32.50,28
1/5/2025 16:04, 34.90,32.50,69
1/5/2025 16:04, 34.90,32.50,87
1/5/2025 16:04, 34.90,32.50,31
1/5/2025 16:04, 34.90,32.50,13
1/5/2025 16:04, 34.90,32.50,91
1/5/2025 16:04, 34.90,32.50,98
1/5/2025 16:04, 34.90,32.50,96
1/5/2025 16:04, 34.90,32.50,10
1/5/2025 16:04, 34.90,32.50,52
1/5/2025 16:05, 34.90,32.50,50
1/5/2025 16:05, 34.90,32.50,50
1/5/2025 16:05, 34.90,32.50,89
1/5/2025 16:05, 34.90,32.50,11
1/5/2025 16:05, 34.90,32.50,91
1/5/2025 16:05, 34.90,32.50,24
1/5/2025 16:05, 34.90,32.50,81
1/5/2025 16:05, 34.90,32.50,83
1/5/2025 16:05, 34.90,32.50,13
1/5/2025 16:05, 34.90,32.50,98
1/5/2025 16:06, 34.90,32.50,37
1/5/2025 16:06, 34.90,32.50,83
1/5/2025 16:06, 34.90,32.50,39
1/5/2025 16:06, 34.90,32.50,2
1/5/2025 16:06, 34.90,32.50,29
1/5/2025 16:06, 34.90,32.50,45
1/5/2025 16:06, 34.90,32.50,95
1/5/2025 16:06, 34.90,32.50,26
1/5/2025 16:06, 34.90,32.50,68
1/5/2025 16:07, 7.70,22.00,85
1/5/2025 16:07, 7.70,20.50,49
1/5/2025 16:07, 33.20,24.00,63
1/5/2025 16:07, 33.20,24.00,35
1/5/2025 16:07, 25.60,26.50,21
1/5/2025 16:07, 32.40,26.50,91
1/5/2025 16:07, 32.40,18.00,6
1/5/2025 16:07, 32.40,18.00,47
1/5/2025 16:07, 36.60,21.50,75
1/5/2025 16:07, -15.20,37.00,19
1/5/2025 16:08, 17.90,37.00,62
1/5/2025 16:08, 17.90,25.00,58
1/5/2025 16:08, 17.90,25.00,18
1/5/2025 16:08, 17.90,25.00,19
1/5/2025 16:08, 17.90,25.00,29
1/5/2025 16:08, 17.90,25.00,72
1/5/2025 16:08, 17.90,25.00,47
1/5/2025 16:08, 17.90,25.00,16
1/5/2025 16:08, 17.90,25.00,22
1/5/2025 16:09, 17.90,25.00,30
1/5/2025 16:09, 17.90,25.00,19
1/5/2025 16:09, 17.90,25.00,94
1/5/2025 16:09, 17.90,25.00,47
1/5/2025 16:19, 0
1/5/2025 16:24, 0
1/5/2025 16:24, 17.90,25.00,20
1/5/2025 16:24, 17.90,25.00,44
1/5/2025 16:25, 17.90,25.00,70
1/5/2025 16:25, 17.90,25.00,42
1/5/2025 16:25, 17.90,25.00,39
1/5/2025 16:25, 17.90,25.00,72
1/5/2025 16:25, 17.90,25.00,3
1/5/2025 16:25, 17.90,25.00,57
1/5/2025 16:28, 0
1/5/2025 16:29, 0
